,experiment,run,type,module,name,attrname,attrvalue,value
1061,Base,53,scalar,QBRD.client[0],# of aborted put,,,29653.0
1062,Base,53,scalar,QBRD.client[0],# of put requests,,,36000.0
1068,Base,53,scalar,QBRD.client[0],# of get responses,,,3600.0
1075,Base,53,scalar,QBRD.client[0],# of committed put,,,6347.0
1081,Base,54,config,,,*.client[*].KEYSPACE_SIZE,50,
1096,Base,54,config,,,**.CLIENTS_NUMBER,2,
1102,Base,54,config,,,*.client[*].PUT_INTERVAL,2000ms,
1082,Base,54,scalar,QBRD.client[0],# of get requests,,,3600.0
1084,Base,54,scalar,QBRD.client[0],# of put requests,,,1800.0
1086,Base,54,scalar,QBRD.client[0],# of get responses,,,3600.0
1088,Base,54,scalar,QBRD.client[0],# of committed put,,,1783.0
1090,Base,54,scalar,QBRD.client[0],# of aborted put,,,17.0
1080,Base,54,scalar,QBRD.client[1],# of aborted put,,,36.0
1083,Base,54,scalar,QBRD.client[1],# of get responses,,,3600.0
1087,Base,54,scalar,QBRD.client[1],# of put requests,,,1800.0
1091,Base,54,scalar,QBRD.client[1],# of committed put,,,1764.0
1093,Base,54,scalar,QBRD.client[1],# of get requests,,,3600.0
1126,Base,55,config,,,*.client[*].KEYSPACE_SIZE,40,
1128,Base,55,config,,,*.client[*].PUT_INTERVAL,2000ms,
1130,Base,55,config,,,**.CLIENTS_NUMBER,2,
1113,Base,55,scalar,QBRD.client[0],# of committed put,,,1781.0
1114,Base,55,scalar,QBRD.client[0],# of aborted put,,,19.0
1121,Base,55,scalar,QBRD.client[0],# of get requests,,,3600.0
1122,Base,55,scalar,QBRD.client[0],# of get responses,,,3600.0
1131,Base,55,scalar,QBRD.client[0],# of put requests,,,1800.0
1110,Base,55,scalar,QBRD.client[1],# of get responses,,,3600.0
1112,Base,55,scalar,QBRD.client[1],# of aborted put,,,39.0
1115,Base,55,scalar,QBRD.client[1],# of put requests,,,1800.0
1116,Base,55,scalar,QBRD.client[1],# of committed put,,,1761.0
1119,Base,55,scalar,QBRD.client[1],# of get requests,,,3600.0
1142,Base,56,config,,,*.client[*].PUT_INTERVAL,2000ms,
1143,Base,56,config,,,**.CLIENTS_NUMBER,2,
1152,Base,56,config,,,*.client[*].KEYSPACE_SIZE,30,
1146,Base,56,scalar,QBRD.client[0],# of committed put,,,1771.0
1149,Base,56,scalar,QBRD.client[0],# of put requests,,,1800.0
1154,Base,56,scalar,QBRD.client[0],# of get responses,,,3600.0
1157,Base,56,scalar,QBRD.client[0],# of aborted put,,,29.0
1160,Base,56,scalar,QBRD.client[0],# of get requests,,,3600.0
1153,Base,56,scalar,QBRD.client[1],# of get requests,,,3600.0
1155,Base,56,scalar,QBRD.client[1],# of aborted put,,,50.0
1158,Base,56,scalar,QBRD.client[1],# of put requests,,,1800.0
1162,Base,56,scalar,QBRD.client[1],# of get responses,,,3600.0
1163,Base,56,scalar,QBRD.client[1],# of committed put,,,1750.0
1181,Base,57,config,,,**.CLIENTS_NUMBER,2,
1182,Base,57,config,,,*.client[*].PUT_INTERVAL,2000ms,
1190,Base,57,config,,,*.client[*].KEYSPACE_SIZE,20,
1172,Base,57,scalar,QBRD.client[0],# of aborted put,,,46.0
1173,Base,57,scalar,QBRD.client[0],# of put requests,,,1800.0
1178,Base,57,scalar,QBRD.client[0],# of get requests,,,3600.0
1183,Base,57,scalar,QBRD.client[0],# of committed put,,,1754.0
1186,Base,57,scalar,QBRD.client[0],# of get responses,,,3600.0
1170,Base,57,scalar,QBRD.client[1],# of get requests,,,3600.0
1171,Base,57,scalar,QBRD.client[1],# of put requests,,,1800.0
1179,Base,57,scalar,QBRD.client[1],# of get responses,,,3600.0
1184,Base,57,scalar,QBRD.client[1],# of aborted put,,,96.0
1187,Base,57,scalar,QBRD.client[1],# of committed put,,,1704.0
1213,Base,58,config,,,*.client[*].PUT_INTERVAL,2000ms,
1215,Base,58,config,,,**.CLIENTS_NUMBER,2,
1227,Base,58,config,,,*.client[*].KEYSPACE_SIZE,10,
1202,Base,58,scalar,QBRD.client[0],# of get responses,,,3600.0
1203,Base,58,scalar,QBRD.client[0],# of committed put,,,1724.0
1206,Base,58,scalar,QBRD.client[0],# of aborted put,,,76.0
1207,Base,58,scalar,QBRD.client[0],# of put requests,,,1800.0
1209,Base,58,scalar,QBRD.client[0],# of get requests,,,3600.0
1200,Base,58,scalar,QBRD.client[1],# of get requests,,,3600.0
1205,Base,58,scalar,QBRD.client[1],# of put requests,,,1800.0
1211,Base,58,scalar,QBRD.client[1],# of get responses,,,3600.0
1212,Base,58,scalar,QBRD.client[1],# of committed put,,,1622.0
1223,Base,58,scalar,QBRD.client[1],# of aborted put,,,178.0
1242,Base,59,config,,,**.CLIENTS_NUMBER,2,
1249,Base,59,config,,,*.client[*].PUT_INTERVAL,2000ms,
1251,Base,59,config,,,*.client[*].KEYSPACE_SIZE,5,
1230,Base,59,scalar,QBRD.client[0],# of committed put,,,1638.0
1231,Base,59,scalar,QBRD.client[0],# of get responses,,,3600.0
1237,Base,59,scalar,QBRD.client[0],# of get requests,,,3600.0
1238,Base,59,scalar,QBRD.client[0],# of put requests,,,1800.0
1239,Base,59,scalar,QBRD.client[0],# of aborted put,,,162.0
1233,Base,59,scalar,QBRD.client[1],# of get responses,,,3600.0
1234,Base,59,scalar,QBRD.client[1],# of get requests,,,3600.0
1235,Base,59,scalar,QBRD.client[1],# of put requests,,,1800.0
1236,Base,59,scalar,QBRD.client[1],# of aborted put,,,373.0
1247,Base,59,scalar,QBRD.client[1],# of committed put,,,1427.0
1271,Base,60,config,,,**.CLIENTS_NUMBER,2,
1272,Base,60,config,,,*.client[*].PUT_INTERVAL,2000ms,
1281,Base,60,config,,,*.client[*].KEYSPACE_SIZE,3,
1261,Base,60,scalar,QBRD.client[0],# of committed put,,,1506.0
1266,Base,60,scalar,QBRD.client[0],# of get responses,,,3600.0
1267,Base,60,scalar,QBRD.client[0],# of get requests,,,3600.0
1279,Base,60,scalar,QBRD.client[0],# of aborted put,,,294.0
1287,Base,60,scalar,QBRD.client[0],# of put requests,,,1800.0
1260,Base,60,scalar,QBRD.client[1],# of aborted put,,,599.0
1262,Base,60,scalar,QBRD.client[1],# of get responses,,,3600.0
1263,Base,60,scalar,QBRD.client[1],# of get requests,,,3600.0
1264,Base,60,scalar,QBRD.client[1],# of put requests,,,1800.0
1268,Base,60,scalar,QBRD.client[1],# of committed put,,,1201.0
1304,Base,61,config,,,**.CLIENTS_NUMBER,2,
1314,Base,61,config,,,*.client[*].KEYSPACE_SIZE,2,
1316,Base,61,config,,,*.client[*].PUT_INTERVAL,2000ms,
1292,Base,61,scalar,QBRD.client[0],# of get responses,,,3600.0
1295,Base,61,scalar,QBRD.client[0],# of committed put,,,1342.0
1296,Base,61,scalar,QBRD.client[0],# of put requests,,,1800.0
1297,Base,61,scalar,QBRD.client[0],# of get requests,,,3600.0
1298,Base,61,scalar,QBRD.client[0],# of aborted put,,,458.0
1290,Base,61,scalar,QBRD.client[1],# of get responses,,,3600.0
1291,Base,61,scalar,QBRD.client[1],# of get requests,,,3600.0
1293,Base,61,scalar,QBRD.client[1],# of committed put,,,910.0
1300,Base,61,scalar,QBRD.client[1],# of aborted put,,,890.0
1301,Base,61,scalar,QBRD.client[1],# of put requests,,,1800.0
1345,Base,62,config,,,*.client[*].PUT_INTERVAL,2000ms,
1347,Base,62,config,,,*.client[*].KEYSPACE_SIZE,1,
1349,Base,62,config,,,**.CLIENTS_NUMBER,2,
1322,Base,62,scalar,QBRD.client[0],# of put requests,,,1800.0
1327,Base,62,scalar,QBRD.client[0],# of get requests,,,3600.0
1328,Base,62,scalar,QBRD.client[0],# of aborted put,,,895.0
1329,Base,62,scalar,QBRD.client[0],# of get responses,,,3600.0
1338,Base,62,scalar,QBRD.client[0],# of committed put,,,905.0
1323,Base,62,scalar,QBRD.client[1],# of put requests,,,1800.0
1324,Base,62,scalar,QBRD.client[1],# of get requests,,,3600.0
1325,Base,62,scalar,QBRD.client[1],# of get responses,,,3600.0
1334,Base,62,scalar,QBRD.client[1],# of committed put,,,0.0
1335,Base,62,scalar,QBRD.client[1],# of aborted put,,,1800.0
1366,Base,63,config,,,**.CLIENTS_NUMBER,2,
1369,Base,63,config,,,*.client[*].KEYSPACE_SIZE,50,
1370,Base,63,config,,,*.client[*].PUT_INTERVAL,1000ms,
1350,Base,63,scalar,QBRD.client[0],# of put requests,,,3600.0
1354,Base,63,scalar,QBRD.client[0],# of get requests,,,3600.0
1355,Base,63,scalar,QBRD.client[0],# of get responses,,,3600.0
1356,Base,63,scalar,QBRD.client[0],# of committed put,,,3551.0
1357,Base,63,scalar,QBRD.client[0],# of aborted put,,,49.0
1351,Base,63,scalar,QBRD.client[1],# of get responses,,,3600.0
1352,Base,63,scalar,QBRD.client[1],# of get requests,,,3600.0
1359,Base,63,scalar,QBRD.client[1],# of put requests,,,3600.0
1360,Base,63,scalar,QBRD.client[1],# of aborted put,,,95.0
1367,Base,63,scalar,QBRD.client[1],# of committed put,,,3505.0
1381,Base,64,config,,,*.client[*].PUT_INTERVAL,1000ms,
1384,Base,64,config,,,**.CLIENTS_NUMBER,2,
1405,Base,64,config,,,*.client[*].KEYSPACE_SIZE,40,
1386,Base,64,scalar,QBRD.client[0],# of committed put,,,3559.0
1387,Base,64,scalar,QBRD.client[0],# of aborted put,,,41.0
1396,Base,64,scalar,QBRD.client[0],# of put requests,,,3600.0
1397,Base,64,scalar,QBRD.client[0],# of get responses,,,3600.0
1399,Base,64,scalar,QBRD.client[0],# of get requests,,,3600.0
1380,Base,64,scalar,QBRD.client[1],# of get responses,,,3600.0
1385,Base,64,scalar,QBRD.client[1],# of aborted put,,,75.0
1388,Base,64,scalar,QBRD.client[1],# of put requests,,,3600.0
1389,Base,64,scalar,QBRD.client[1],# of get requests,,,3600.0
1391,Base,64,scalar,QBRD.client[1],# of committed put,,,3525.0
1419,Base,65,config,,,*.client[*].PUT_INTERVAL,1000ms,
1427,Base,65,config,,,*.client[*].KEYSPACE_SIZE,30,
1436,Base,65,config,,,**.CLIENTS_NUMBER,2,
1410,Base,65,scalar,QBRD.client[0],# of aborted put,,,50.0
1411,Base,65,scalar,QBRD.client[0],# of get requests,,,3600.0
1412,Base,65,scalar,QBRD.client[0],# of put requests,,,3600.0
1416,Base,65,scalar,QBRD.client[0],# of get responses,,,3600.0
1417,Base,65,scalar,QBRD.client[0],# of committed put,,,3550.0
1413,Base,65,scalar,QBRD.client[1],# of committed put,,,3499.0
1414,Base,65,scalar,QBRD.client[1],# of aborted put,,,101.0
1415,Base,65,scalar,QBRD.client[1],# of put requests,,,3600.0
1422,Base,65,scalar,QBRD.client[1],# of get requests,,,3600.0
1423,Base,65,scalar,QBRD.client[1],# of get responses,,,3600.0
1441,Base,66,config,,,**.CLIENTS_NUMBER,2,
1452,Base,66,config,,,*.client[*].KEYSPACE_SIZE,20,
1468,Base,66,config,,,*.client[*].PUT_INTERVAL,1000ms,
1440,Base,66,scalar,QBRD.client[0],# of committed put,,,3494.0
1447,Base,66,scalar,QBRD.client[0],# of get requests,,,3600.0
1448,Base,66,scalar,QBRD.client[0],# of get responses,,,3600.0
1449,Base,66,scalar,QBRD.client[0],# of put requests,,,3600.0
1454,Base,66,scalar,QBRD.client[0],# of aborted put,,,106.0
1443,Base,66,scalar,QBRD.client[1],# of committed put,,,3402.0
1446,Base,66,scalar,QBRD.client[1],# of aborted put,,,198.0
1453,Base,66,scalar,QBRD.client[1],# of put requests,,,3600.0
1455,Base,66,scalar,QBRD.client[1],# of get responses,,,3600.0
1459,Base,66,scalar,QBRD.client[1],# of get requests,,,3600.0
1489,Base,67,config,,,*.client[*].KEYSPACE_SIZE,10,
1495,Base,67,config,,,**.CLIENTS_NUMBER,2,
1496,Base,67,config,,,*.client[*].PUT_INTERVAL,1000ms,
1470,Base,67,scalar,QBRD.client[0],# of get responses,,,3600.0
1472,Base,67,scalar,QBRD.client[0],# of put requests,,,3600.0
1473,Base,67,scalar,QBRD.client[0],# of committed put,,,3428.0
1475,Base,67,scalar,QBRD.client[0],# of aborted put,,,172.0
1480,Base,67,scalar,QBRD.client[0],# of get requests,,,3600.0
1474,Base,67,scalar,QBRD.client[1],# of get responses,,,3600.0
1476,Base,67,scalar,QBRD.client[1],# of put requests,,,3600.0
1477,Base,67,scalar,QBRD.client[1],# of get requests,,,3600.0
1478,Base,67,scalar,QBRD.client[1],# of committed put,,,3252.0
1479,Base,67,scalar,QBRD.client[1],# of aborted put,,,348.0
1519,Base,68,config,,,**.CLIENTS_NUMBER,2,
1523,Base,68,config,,,*.client[*].PUT_INTERVAL,1000ms,
1525,Base,68,config,,,*.client[*].KEYSPACE_SIZE,5,
1500,Base,68,scalar,QBRD.client[0],# of get responses,,,3600.0
1502,Base,68,scalar,QBRD.client[0],# of committed put,,,3243.0
1503,Base,68,scalar,QBRD.client[0],# of aborted put,,,357.0
1506,Base,68,scalar,QBRD.client[0],# of put requests,,,3600.0
1510,Base,68,scalar,QBRD.client[0],# of get requests,,,3600.0
1501,Base,68,scalar,QBRD.client[1],# of get requests,,,3600.0
1504,Base,68,scalar,QBRD.client[1],# of put requests,,,3600.0
1505,Base,68,scalar,QBRD.client[1],# of committed put,,,2887.0
1507,Base,68,scalar,QBRD.client[1],# of get responses,,,3600.0
1512,Base,68,scalar,QBRD.client[1],# of aborted put,,,713.0
1532,Base,69,config,,,*.client[*].KEYSPACE_SIZE,3,
1552,Base,69,config,,,**.CLIENTS_NUMBER,2,
1554,Base,69,config,,,*.client[*].PUT_INTERVAL,1000ms,
1531,Base,69,scalar,QBRD.client[0],# of put requests,,,3600.0
1534,Base,69,scalar,QBRD.client[0],# of get requests,,,3600.0
1536,Base,69,scalar,QBRD.client[0],# of committed put,,,3024.0
1539,Base,69,scalar,QBRD.client[0],# of get responses,,,3600.0
1547,Base,69,scalar,QBRD.client[0],# of aborted put,,,576.0
1533,Base,69,scalar,QBRD.client[1],# of aborted put,,,1157.0
1535,Base,69,scalar,QBRD.client[1],# of get responses,,,3600.0
1542,Base,69,scalar,QBRD.client[1],# of put requests,,,3600.0
1543,Base,69,scalar,QBRD.client[1],# of get requests,,,3600.0
1545,Base,69,scalar,QBRD.client[1],# of committed put,,,2443.0
1560,Base,70,config,,,*.client[*].PUT_INTERVAL,1000ms,
1563,Base,70,config,,,*.client[*].KEYSPACE_SIZE,2,
1568,Base,70,config,,,**.CLIENTS_NUMBER,2,
1561,Base,70,scalar,QBRD.client[0],# of get responses,,,3600.0
1570,Base,70,scalar,QBRD.client[0],# of put requests,,,3600.0
1571,Base,70,scalar,QBRD.client[0],# of aborted put,,,858.0
1573,Base,70,scalar,QBRD.client[0],# of committed put,,,2742.0
1579,Base,70,scalar,QBRD.client[0],# of get requests,,,3600.0
1564,Base,70,scalar,QBRD.client[1],# of get responses,,,3600.0
1566,Base,70,scalar,QBRD.client[1],# of put requests,,,3600.0
1567,Base,70,scalar,QBRD.client[1],# of get requests,,,3600.0
1572,Base,70,scalar,QBRD.client[1],# of aborted put,,,1783.0
1586,Base,70,scalar,QBRD.client[1],# of committed put,,,1817.0
1604,Base,71,config,,,*.client[*].PUT_INTERVAL,1000ms,
1606,Base,71,config,,,**.CLIENTS_NUMBER,2,
1608,Base,71,config,,,*.client[*].KEYSPACE_SIZE,1,
1591,Base,71,scalar,QBRD.client[0],# of get requests,,,3600.0
1592,Base,71,scalar,QBRD.client[0],# of get responses,,,3600.0
1593,Base,71,scalar,QBRD.client[0],# of committed put,,,1796.0
1594,Base,71,scalar,QBRD.client[0],# of aborted put,,,1804.0
1603,Base,71,scalar,QBRD.client[0],# of put requests,,,3600.0
1595,Base,71,scalar,QBRD.client[1],# of put requests,,,3600.0
1596,Base,71,scalar,QBRD.client[1],# of get requests,,,3600.0
1597,Base,71,scalar,QBRD.client[1],# of get responses,,,3600.0
1598,Base,71,scalar,QBRD.client[1],# of committed put,,,0.0
1607,Base,71,scalar,QBRD.client[1],# of aborted put,,,3600.0
1620,Base,72,config,,,*.client[*].PUT_INTERVAL,500ms,
1644,Base,72,config,,,*.client[*].KEYSPACE_SIZE,50,
1647,Base,72,config,,,**.CLIENTS_NUMBER,2,
1622,Base,72,scalar,QBRD.client[0],# of put requests,,,7200.0
1624,Base,72,scalar,QBRD.client[0],# of get requests,,,3600.0
1625,Base,72,scalar,QBRD.client[0],# of get responses,,,3600.0
1626,Base,72,scalar,QBRD.client[0],# of committed put,,,7134.0
1636,Base,72,scalar,QBRD.client[0],# of aborted put,,,66.0
1627,Base,72,scalar,QBRD.client[1],# of put requests,,,7200.0
1628,Base,72,scalar,QBRD.client[1],# of get requests,,,3600.0
1629,Base,72,scalar,QBRD.client[1],# of get responses,,,3600.0
1630,Base,72,scalar,QBRD.client[1],# of committed put,,,7063.0
1631,Base,72,scalar,QBRD.client[1],# of aborted put,,,137.0
1661,Base,73,config,,,*.client[*].KEYSPACE_SIZE,40,
1668,Base,73,config,,,**.CLIENTS_NUMBER,2,
1676,Base,73,config,,,*.client[*].PUT_INTERVAL,500ms,
1653,Base,73,scalar,QBRD.client[0],# of committed put,,,7111.0
1657,Base,73,scalar,QBRD.client[0],# of get requests,,,3600.0
1658,Base,73,scalar,QBRD.client[0],# of get responses,,,3600.0
1659,Base,73,scalar,QBRD.client[0],# of aborted put,,,89.0
1665,Base,73,scalar,QBRD.client[0],# of put requests,,,7200.0
1650,Base,73,scalar,QBRD.client[1],# of committed put,,,7024.0
1651,Base,73,scalar,QBRD.client[1],# of get requests,,,3600.0
1654,Base,73,scalar,QBRD.client[1],# of get responses,,,3600.0
1656,Base,73,scalar,QBRD.client[1],# of aborted put,,,176.0
1664,Base,73,scalar,QBRD.client[1],# of put requests,,,7200.0
1697,Base,74,config,,,**.CLIENTS_NUMBER,2,
1699,Base,74,config,,,*.client[*].PUT_INTERVAL,500ms,
1709,Base,74,config,,,*.client[*].KEYSPACE_SIZE,30,
1683,Base,74,scalar,QBRD.client[0],# of aborted put,,,133.0
1688,Base,74,scalar,QBRD.client[0],# of committed put,,,7067.0
1689,Base,74,scalar,QBRD.client[0],# of get responses,,,3600.0
1694,Base,74,scalar,QBRD.client[0],# of put requests,,,7200.0
1702,Base,74,scalar,QBRD.client[0],# of get requests,,,3600.0
1681,Base,74,scalar,QBRD.client[1],# of aborted put,,,249.0
1684,Base,74,scalar,QBRD.client[1],# of put requests,,,7200.0
1685,Base,74,scalar,QBRD.client[1],# of get requests,,,3600.0
1686,Base,74,scalar,QBRD.client[1],# of get responses,,,3600.0
1687,Base,74,scalar,QBRD.client[1],# of committed put,,,6951.0
1721,Base,75,config,,,**.CLIENTS_NUMBER,2,
1722,Base,75,config,,,*.client[*].PUT_INTERVAL,500ms,
1723,Base,75,config,,,*.client[*].KEYSPACE_SIZE,20,
1710,Base,75,scalar,QBRD.client[0],# of committed put,,,7022.0
1714,Base,75,scalar,QBRD.client[0],# of aborted put,,,178.0
1715,Base,75,scalar,QBRD.client[0],# of get responses,,,3600.0
1717,Base,75,scalar,QBRD.client[0],# of get requests,,,3600.0
1727,Base,75,scalar,QBRD.client[0],# of put requests,,,7200.0
1711,Base,75,scalar,QBRD.client[1],# of get responses,,,3600.0
1712,Base,75,scalar,QBRD.client[1],# of get requests,,,3600.0
1713,Base,75,scalar,QBRD.client[1],# of put requests,,,7200.0
1716,Base,75,scalar,QBRD.client[1],# of committed put,,,6829.0
1730,Base,75,scalar,QBRD.client[1],# of aborted put,,,371.0
1752,Base,76,config,,,**.CLIENTS_NUMBER,2,
1753,Base,76,config,,,*.client[*].KEYSPACE_SIZE,10,
1769,Base,76,config,,,*.client[*].PUT_INTERVAL,500ms,
1741,Base,76,scalar,QBRD.client[0],# of put requests,,,7200.0
1742,Base,76,scalar,QBRD.client[0],# of get responses,,,3600.0
1743,Base,76,scalar,QBRD.client[0],# of committed put,,,6836.0
1744,Base,76,scalar,QBRD.client[0],# of get requests,,,3600.0
1755,Base,76,scalar,QBRD.client[0],# of aborted put,,,364.0
1740,Base,76,scalar,QBRD.client[1],# of aborted put,,,711.0
1745,Base,76,scalar,QBRD.client[1],# of committed put,,,6489.0
1756,Base,76,scalar,QBRD.client[1],# of put requests,,,7200.0
1757,Base,76,scalar,QBRD.client[1],# of get requests,,,3600.0
1759,Base,76,scalar,QBRD.client[1],# of get responses,,,3600.0
1772,Base,77,config,,,*.client[*].PUT_INTERVAL,500ms,
1774,Base,77,config,,,*.client[*].KEYSPACE_SIZE,5,
1797,Base,77,config,,,**.CLIENTS_NUMBER,2,
1770,Base,77,scalar,QBRD.client[0],# of put requests,,,7200.0
1777,Base,77,scalar,QBRD.client[0],# of get requests,,,3600.0
1778,Base,77,scalar,QBRD.client[0],# of committed put,,,6480.0
1789,Base,77,scalar,QBRD.client[0],# of aborted put,,,720.0
1796,Base,77,scalar,QBRD.client[0],# of get responses,,,3600.0
1780,Base,77,scalar,QBRD.client[1],# of aborted put,,,1464.0
1781,Base,77,scalar,QBRD.client[1],# of put requests,,,7200.0
1783,Base,77,scalar,QBRD.client[1],# of get requests,,,3600.0
1788,Base,77,scalar,QBRD.client[1],# of committed put,,,5736.0
1794,Base,77,scalar,QBRD.client[1],# of get responses,,,3600.0
1801,Base,78,config,,,*.client[*].PUT_INTERVAL,500ms,
1810,Base,78,config,,,**.CLIENTS_NUMBER,2,
1815,Base,78,config,,,*.client[*].KEYSPACE_SIZE,3,
1804,Base,78,scalar,QBRD.client[0],# of put requests,,,7200.0
1806,Base,78,scalar,QBRD.client[0],# of get requests,,,3600.0
1807,Base,78,scalar,QBRD.client[0],# of get responses,,,3600.0
1808,Base,78,scalar,QBRD.client[0],# of aborted put,,,1242.0
1809,Base,78,scalar,QBRD.client[0],# of committed put,,,5958.0
1800,Base,78,scalar,QBRD.client[1],# of committed put,,,4794.0
1802,Base,78,scalar,QBRD.client[1],# of get responses,,,3600.0
1803,Base,78,scalar,QBRD.client[1],# of get requests,,,3600.0
1811,Base,78,scalar,QBRD.client[1],# of aborted put,,,2406.0
1813,Base,78,scalar,QBRD.client[1],# of put requests,,,7200.0
1830,Base,79,config,,,*.client[*].KEYSPACE_SIZE,2,
1847,Base,79,config,,,*.client[*].PUT_INTERVAL,500ms,
1854,Base,79,config,,,**.CLIENTS_NUMBER,2,
1832,Base,79,scalar,QBRD.client[0],# of committed put,,,5393.0
1835,Base,79,scalar,QBRD.client[0],# of get responses,,,3600.0
1836,Base,79,scalar,QBRD.client[0],# of aborted put,,,1807.0
1850,Base,79,scalar,QBRD.client[0],# of get requests,,,3600.0
1855,Base,79,scalar,QBRD.client[0],# of put requests,,,7200.0
1831,Base,79,scalar,QBRD.client[1],# of get responses,,,3600.0
1837,Base,79,scalar,QBRD.client[1],# of put requests,,,7200.0
1838,Base,79,scalar,QBRD.client[1],# of get requests,,,3600.0
1840,Base,79,scalar,QBRD.client[1],# of committed put,,,3526.0
1841,Base,79,scalar,QBRD.client[1],# of aborted put,,,3674.0
1880,Base,80,config,,,**.CLIENTS_NUMBER,2,
1883,Base,80,config,,,*.client[*].PUT_INTERVAL,500ms,
1885,Base,80,config,,,*.client[*].KEYSPACE_SIZE,1,
1860,Base,80,scalar,QBRD.client[0],# of committed put,,,3560.0
1863,Base,80,scalar,QBRD.client[0],# of get requests,,,3600.0
1864,Base,80,scalar,QBRD.client[0],# of get responses,,,3600.0
1865,Base,80,scalar,QBRD.client[0],# of aborted put,,,3640.0
1882,Base,80,scalar,QBRD.client[0],# of put requests,,,7200.0
1867,Base,80,scalar,QBRD.client[1],# of committed put,,,0.0
1870,Base,80,scalar,QBRD.client[1],# of get responses,,,3600.0
1871,Base,80,scalar,QBRD.client[1],# of get requests,,,3600.0
1872,Base,80,scalar,QBRD.client[1],# of put requests,,,7200.0
